No,RSS,NoRLS,RLS,Cas,Population,Taux
4,04 - Mauricie-et-Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,56,44 619,"125,5"
4,04 - Mauricie-et-Centre-du-Québec,0417,0417 - RLS de Drummond,303,107 872,"280,9"
4,04 - Mauricie-et-Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,29,98 244,"29,5"
4,04 - Mauricie-et-Centre-du-Québec,,Total,2027,522 341,"388,1"
5,05 - Estrie,0511,0511 - RLS de la Pommeraie,135,56 125,"240,5"
5,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,225,105 861,"212,5"
5,05 - Estrie,0513,0513 - RLS de Memphrémagog,100,52 514,"190,4"
5,05 - Estrie,0514,0514 - RLS de Coaticook,13,18 741,"69,4"
5,05 - Estrie,0515,0515 - RLS de Sherbrooke,304,170 075,"178,7"
5,05 - Estrie,0516,0516 - RLS de Val Saint-François,72,31 490,"228,6"
5,05 - Estrie,0517,0517 - RLS d'Asbestos,47,14 257,"329,7"
5,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,33,22 749,"145,1"
5,05 - Estrie,0519,0519 - RLS du Granit,16,21 351,"74,9"
5,05 - Estrie,,Total,947,493 163,"192,0"
6,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,1556,224 596,"692,8"
6,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,1971,149 522,"1 318,2"
6,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1300,131 424,"989,2"
6,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2709,245 703,"1 102,6"
6,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1859,166 225,"1 118,4"
6,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1399,161 317,"867,2"
6,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,1732,161 894,"1 069,8"
6,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,4041,172 517,"2 342,4"
6,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,922,115 485,"798,4"
6,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,2255,139 162,"1 620,4"
6,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3631,208 717,"1 739,7"
6,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2432,189 095,"1 286,1"
6,06 - Montréal,,Total,26613,2 065 657,"1 288,4"
7,07 - Outaouais,0711,0711 - RLS du Pontiac,n.d.,20 152,n.d.
7,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,n.d.,20 552,n.d.
7,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,21,38 891,"54,0"
7,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,488,264 517,"184,5"
7,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,51,56 920,"89,6"
7,07 - Outaouais,,Total,571,401 032,"142,4"
8,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,10,20 528,"48,7"
8,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,5,24 729,"20,2"
8,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,131,43 180,"303,4"
8,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,n.d.,43 551,n.d.
8,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,17,15 628,"108,8"
8,08 - Abitibi-Témiscamingue,,Total,168,147 616,"113,8"
9,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,0,3 230,"0,0"
9,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,40 494,"42,0"
9,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,49,7 314,"669,9"
9,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,46,27 344,"168,2"
9,09 - Côte-Nord,0915,0915 - RLS de la Minganie,5,6 428,"77,8"
9,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,0,4 582,"0,0"
9,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,641,"0,0"
9,09 - Côte-Nord,,Total,119,90 033,"132,2"
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,8,13 558,"59,0"
10,10 - Nord-du-Québec,,Total,8,13 558,"59,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,135,32 176,"419,6"
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,n.d.,10 582,n.d.
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,11,18 753,"58,7"
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,29,15 881,"182,6"
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,9,12 606,"71,4"
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total,187,89 998,"207,8"
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,394,258 118,"152,6"
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,45,42 500,"105,9"
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,53,73 173,"72,4"
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,7,16 426,"42,6"
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,11,40 092,"27,4"
12,12 - Chaudière-Appalaches,,Total,510,430 309,"118,5"
13,13 - Laval,1311,1311 - RLS de Laval,5664,442 745,"1 279,3"
13,13 - Laval,,Total,5664,442 745,"1 279,3"
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,1422,223 099,"637,4"
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,2631,296 993,"885,9"
14,14 - Lanaudière,,Total,4124,520 092,"792,9"
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,17,35 580,"47,8"
15,15 - Laurentides,1512,1512 - RLS des Laurentides,153,48 016,"318,6"
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,222,44 362,"500,4"
15,15 - Laurentides,1514,1514 - RLS d'Argenteuil,71,33 422,"212,4"
15,15 - Laurentides,1515,1515 - RLS de Deux-Montagnes - Mirabel-Sud,629,124 641,"504,6"
15,15 - Laurentides,1516,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,905,177 517,"509,8"
15,15 - Laurentides,1517,1517 - RLS de Thérèse-De Blainville,1136,163 430,"695,1"
15,15 - Laurentides,,Total,3151,626 968,"502,6"
16,16 - Montérégie,1611,1611 - RLS de Champlain,1780,225 442,"789,6"
16,16 - Montérégie,1612,1612 - RLS du Haut-Richelieu - Rouville,647,195 297,"331,3"
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,1923,262 440,"732,7"
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,861,220 957,"389,7"
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,46,51 371,"89,5"
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,677,160 002,"423,1"
16,16 - Montérégie,1632,1632 - RLS du Suroît,525,60 523,"867,4"
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,83,24 346,"340,9"
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,1000,232 373,"430,3"
16,16 - Montérégie,,Total,7556,1 432 751,"527,4"
17,17 - Nunavik,1701,1701 - Nunavik,16,14 260,"112,2"
17,17 - Nunavik,,Total,16,14 260,"112,2"
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,10,18 385,"54,4"
18,18 - Terres-Cries-de-la-Baie-James,,Total,10,18 385,"54,4"
