Date,Regroupement,Croisement,Nom,vac_quo_tot_n,vac_cum_tot_n,cv_tot_n,pop_tot_n,cv_tot_p,vac_quo_tot_m
2020-12-14,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,231,231,,,,
2020-12-14,Groupe prioritaire,GRP-MC,Maladie chronique,0,0,,,,
2020-12-14,Groupe prioritaire,GRP-RPA,Résident en RPA,0,0,,,,
2020-12-14,Groupe prioritaire,GRP-TS,Travailleur de la santé,61,61,,,,
2020-12-14,Groupe prioritaire,TOT,Total,312,312,,,,
2020-12-14,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,1,1,,,,
2020-12-14,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,0,,,,
2020-12-14,Groupe d'âge 2,GR2_12_17,12 à 17 ans,0,0,,,,
2020-12-14,Groupe d'âge 2,GR2_18_29,18 à 29 ans,14,14,,,,
2020-12-14,Groupe d'âge 2,GR2_30_49,30 à 49 ans,41,41,,,,
2020-12-14,Groupe d'âge 2,GR2_50_69,50 à 69 ans,52,52,,,,
2020-12-14,Groupe d'âge 2,GR2_70_79,70 à 79 ans,35,35,,,,
2020-12-14,Groupe d'âge 2,GR2_80_,80 ans et plus,169,169,,,,
2020-12-14,Groupe d'âge 2,TOT,Total,312,312,,,,
2020-12-14,Groupe d'âge 2,GR2_12_,12 ans et +,311,311,,,,
2020-12-14,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,1,1,,,,
2020-12-14,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,0,,,,
2020-12-14,Groupe d'âge 3,GR3_12_17,12 à 17 ans,0,0,,,,
2020-12-14,Groupe d'âge 3,GR3_18_59,18 à 59 ans,79,79,,,,
2020-12-14,Groupe d'âge 3,GR3_60_69,60 à 69 ans,28,28,,,,
2020-12-14,Groupe d'âge 3,GR3_70_79,70 à 79 ans,35,35,,,,
2020-12-14,Groupe d'âge 3,GR3_80_,80 ans et +,169,169,,,,
2020-12-14,Groupe d'âge 3,TOT,Total,312,312,,,,
2020-12-14,Groupe d'âge 3,GR3_18_,18 ans et +,311,311,,,,
2020-12-14,Groupe d'âge 3,GR3_65_,65 ans et +,218,218,,,,
2020-12-15,Région,RSS00,Inconnue,1,1,,,,
2020-12-15,Région,RSS01,01 - Bas-Saint-Laurent,0,1,,,,
2020-12-15,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,6,6,,,,
2020-12-15,Région,RSS03,03 - Capitale-Nationale,623,765,,,,
2020-12-15,Région,RSS04,04 - Mauricie et Centre-du-Québec,11,12,,,,
2020-12-15,Région,RSS05,05 - Estrie,8,14,,,,
2020-12-15,Région,RSS06,06 - Montréal,366,515,,,,
2020-12-15,Région,RSS07,07 - Outaouais,1,2,,,,
2020-12-15,Région,RSS08,08 - Abitibi-Témiscamingue,1,1,,,,
2020-12-15,Région,RSS09,09 - Côte-Nord,3,3,,,,
2020-12-15,Région,RSS10,10 - Nord-du-Québec,0,0,,,,
2020-12-15,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,1,1,,,,
2020-12-15,Région,RSS12,12 - Chaudière-Appalaches,55,62,,,,
2020-12-15,Région,RSS13,13 - Laval,28,30,,,,
2020-12-15,Région,RSS14,14 - Lanaudière,6,6,,,,
2020-12-15,Région,RSS15,15 - Laurentides,14,16,,,,
2020-12-15,Région,RSS16,16 - Montérégie,64,65,,,,
2020-12-15,Région,RSS17,17 - Nunavik,0,0,,,,
2020-12-15,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0,,,,
2020-12-15,Région,RSS98,Hors Québec,0,0,,,,
2020-12-15,Région,RSS99,Ensemble du Québec,1188,1500,,,,
2020-12-15,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,0,1,,,,
2020-12-15,Groupe d'âge 1,GR1_16_59,16 à 59 ans,868,947,,,,
2020-12-15,Groupe d'âge 1,GR1_60_69,60 à 69 ans,117,145,,,,
2020-12-15,Groupe d'âge 1,GR1_70_79,70 à 79 ans,43,78,,,,
2020-12-15,Groupe d'âge 1,GR1_80_,80 ans et plus,160,329,,,,
2020-12-15,Groupe d'âge 1,TOT,Total,1188,1500,,,,
2020-12-15,Sexe,FEM,Féminin,836,1043,,,,
2020-12-15,Sexe,INC,Inconnu,0,0,,,,
2020-12-15,Sexe,MASC,Masculin,352,457,,,,
2020-12-15,Sexe,TOT,Total,1188,1500,,,,
2020-12-15,Groupe prioritaire,GRP-Autres,Autres raisons,28,48,,,,
2020-12-15,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,224,455,,,,
2020-12-15,Groupe prioritaire,GRP-MC,Maladie chronique,0,0,,,,
2020-12-15,Groupe prioritaire,GRP-RPA,Résident en RPA,1,1,,,,
2020-12-15,Groupe prioritaire,GRP-TS,Travailleur de la santé,935,996,,,,
2020-12-15,Groupe prioritaire,TOT,Total,1188,1500,,,,
2020-12-15,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,1,,,,
2020-12-15,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,0,,,,
2020-12-15,Groupe d'âge 2,GR2_12_17,12 à 17 ans,2,2,,,,
2020-12-15,Groupe d'âge 2,GR2_18_29,18 à 29 ans,118,132,,,,
2020-12-15,Groupe d'âge 2,GR2_30_49,30 à 49 ans,442,483,,,,
2020-12-15,Groupe d'âge 2,GR2_50_69,50 à 69 ans,423,475,,,,
2020-12-15,Groupe d'âge 2,GR2_70_79,70 à 79 ans,43,78,,,,
2020-12-15,Groupe d'âge 2,GR2_80_,80 ans et plus,160,329,,,,
2020-12-15,Groupe d'âge 2,TOT,Total,1188,1500,,,,
2020-12-15,Groupe d'âge 2,GR2_12_,12 ans et +,1188,1499,,,,
2020-12-15,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,1,,,,
2020-12-15,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,0,,,,
2020-12-15,Groupe d'âge 3,GR3_12_17,12 à 17 ans,2,2,,,,
2020-12-15,Groupe d'âge 3,GR3_18_59,18 à 59 ans,866,945,,,,
2020-12-15,Groupe d'âge 3,GR3_60_69,60 à 69 ans,117,145,,,,
2020-12-15,Groupe d'âge 3,GR3_70_79,70 à 79 ans,43,78,,,,
2020-12-15,Groupe d'âge 3,GR3_80_,80 ans et +,160,329,,,,
2020-12-15,Groupe d'âge 3,TOT,Total,1188,1500,,,,
2020-12-15,Groupe d'âge 3,GR3_18_,18 ans et +,1186,1497,,,,
2020-12-15,Groupe d'âge 3,GR3_65_,65 ans et +,240,458,,,,
2020-12-16,Région,RSS00,Inconnue,2,3,,,,
2020-12-16,Région,RSS01,01 - Bas-Saint-Laurent,0,1,,,,
2020-12-16,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,3,9,,,,
2020-12-16,Région,RSS03,03 - Capitale-Nationale,489,1254,,,,
2020-12-16,Région,RSS04,04 - Mauricie et Centre-du-Québec,7,19,,,,
2020-12-16,Région,RSS05,05 - Estrie,11,25,,,,
2020-12-16,Région,RSS06,06 - Montréal,310,825,,,,
2020-12-16,Région,RSS07,07 - Outaouais,1,3,,,,
2020-12-16,Région,RSS08,08 - Abitibi-Témiscamingue,1,2,,,,
2020-12-16,Région,RSS09,09 - Côte-Nord,0,3,,,,
2020-12-16,Région,RSS10,10 - Nord-du-Québec,0,0,,,,
2020-12-16,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,1,2,,,,
2020-12-16,Région,RSS12,12 - Chaudière-Appalaches,59,121,,,,
2020-12-16,Région,RSS13,13 - Laval,21,51,,,,
2020-12-16,Région,RSS14,14 - Lanaudière,6,12,,,,
2020-12-16,Région,RSS15,15 - Laurentides,12,28,,,,
2020-12-16,Région,RSS16,16 - Montérégie,49,114,,,,
2020-12-16,Région,RSS17,17 - Nunavik,0,0,,,,
2020-12-16,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0,,,,
2020-12-16,Région,RSS98,Hors Québec,0,0,,,,
2020-12-16,Région,RSS99,Ensemble du Québec,972,2472,,,,
2020-12-16,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,0,1,,,,
2020-12-16,Groupe d'âge 1,GR1_16_59,16 à 59 ans,871,1818,,,,
2020-12-16,Groupe d'âge 1,GR1_60_69,60 à 69 ans,91,236,,,,
2020-12-16,Groupe d'âge 1,GR1_70_79,70 à 79 ans,9,87,,,,
2020-12-16,Groupe d'âge 1,GR1_80_,80 ans et plus,1,330,,,,
2020-12-16,Groupe d'âge 1,TOT,Total,972,2472,,,,
2020-12-16,Sexe,FEM,Féminin,687,1730,,,,
2020-12-16,Sexe,INC,Inconnu,2,2,,,,
2020-12-16,Sexe,MASC,Masculin,283,740,,,,
2020-12-16,Sexe,TOT,Total,972,2472,,,,
2020-12-16,Groupe prioritaire,GRP-Autres,Autres raisons,30,78,,,,
2020-12-16,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,1,456,,,,
2020-12-16,Groupe prioritaire,GRP-MC,Maladie chronique,0,0,,,,
2020-12-16,Groupe prioritaire,GRP-RPA,Résident en RPA,0,1,,,,
2020-12-16,Groupe prioritaire,GRP-TS,Travailleur de la santé,941,1937,,,,
2020-12-16,Groupe prioritaire,TOT,Total,972,2472,,,,
2020-12-16,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,1,,,,
2020-12-16,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,0,,,,
2020-12-16,Groupe d'âge 2,GR2_12_17,12 à 17 ans,2,4,,,,
2020-12-16,Groupe d'âge 2,GR2_18_29,18 à 29 ans,148,280,,,,
2020-12-16,Groupe d'âge 2,GR2_30_49,30 à 49 ans,450,933,,,,
2020-12-16,Groupe d'âge 2,GR2_50_69,50 à 69 ans,362,837,,,,
2020-12-16,Groupe d'âge 2,GR2_70_79,70 à 79 ans,9,87,,,,
2020-12-16,Groupe d'âge 2,GR2_80_,80 ans et plus,1,330,,,,
2020-12-16,Groupe d'âge 2,TOT,Total,972,2472,,,,
2020-12-16,Groupe d'âge 2,GR2_12_,12 ans et +,972,2471,,,,
2020-12-16,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,1,,,,
2020-12-16,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,0,,,,
2020-12-16,Groupe d'âge 3,GR3_12_17,12 à 17 ans,2,4,,,,
2020-12-16,Groupe d'âge 3,GR3_18_59,18 à 59 ans,869,1814,,,,
2020-12-16,Groupe d'âge 3,GR3_60_69,60 à 69 ans,91,236,,,,
2020-12-16,Groupe d'âge 3,GR3_70_79,70 à 79 ans,9,87,,,,
2020-12-16,Groupe d'âge 3,GR3_80_,80 ans et +,1,330,,,,
2020-12-16,Groupe d'âge 3,TOT,Total,972,2472,,,,
2020-12-16,Groupe d'âge 3,GR3_18_,18 ans et +,970,2467,,,,
2020-12-16,Groupe d'âge 3,GR3_65_,65 ans et +,29,487,,,,
2020-12-17,Région,RSS00,Inconnue,0,3,,,,
2020-12-17,Région,RSS01,01 - Bas-Saint-Laurent,7,8,,,,
2020-12-17,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,4,13,,,,
2020-12-17,Région,RSS03,03 - Capitale-Nationale,457,1711,,,,
2020-12-17,Région,RSS04,04 - Mauricie et Centre-du-Québec,8,27,,,,
2020-12-17,Région,RSS05,05 - Estrie,4,29,,,,
2020-12-17,Région,RSS06,06 - Montréal,285,1110,,,,
2020-12-17,Région,RSS07,07 - Outaouais,2,5,,,,
2020-12-17,Région,RSS08,08 - Abitibi-Témiscamingue,1,3,,,,
2020-12-17,Région,RSS09,09 - Côte-Nord,4,7,,,,
2020-12-17,Région,RSS10,10 - Nord-du-Québec,0,0,,,,
2020-12-17,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,0,2,,,,
2020-12-17,Région,RSS12,12 - Chaudière-Appalaches,47,168,,,,
2020-12-17,Région,RSS13,13 - Laval,20,71,,,,
2020-12-17,Région,RSS14,14 - Lanaudière,10,22,,,,
2020-12-17,Région,RSS15,15 - Laurentides,18,46,,,,
2020-12-17,Région,RSS16,16 - Montérégie,46,160,,,,
2020-12-17,Région,RSS17,17 - Nunavik,0,0,,,,
2020-12-17,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,0,,,,
2020-12-17,Région,RSS98,Hors Québec,2,2,,,,
2020-12-17,Région,RSS99,Ensemble du Québec,915,3387,,,,709
2020-12-17,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,0,1,,,,
2020-12-17,Groupe d'âge 1,GR1_16_59,16 à 59 ans,820,2638,,,,
2020-12-17,Groupe d'âge 1,GR1_60_69,60 à 69 ans,81,317,,,,
2020-12-17,Groupe d'âge 1,GR1_70_79,70 à 79 ans,9,96,,,,
2020-12-17,Groupe d'âge 1,GR1_80_,80 ans et plus,5,335,,,,
2020-12-17,Groupe d'âge 1,TOT,Total,915,3387,,,,709
2020-12-17,Sexe,FEM,Féminin,640,2370,,,,
2020-12-17,Sexe,INC,Inconnu,0,2,,,,
2020-12-17,Sexe,MASC,Masculin,275,1015,,,,
2020-12-17,Sexe,TOT,Total,915,3387,,,,709
2020-12-17,Groupe prioritaire,GRP-Autres,Autres raisons,15,93,,,,
2020-12-17,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,6,462,,,,
2020-12-17,Groupe prioritaire,GRP-MC,Maladie chronique,0,0,,,,
2020-12-17,Groupe prioritaire,GRP-RPA,Résident en RPA,0,1,,,,
2020-12-17,Groupe prioritaire,GRP-TS,Travailleur de la santé,894,2831,,,,
2020-12-17,Groupe prioritaire,TOT,Total,915,3387,,,,709
2020-12-17,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,1,,,,
2020-12-17,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,0,,,,
2020-12-17,Groupe d'âge 2,GR2_12_17,12 à 17 ans,0,4,,,,
2020-12-17,Groupe d'âge 2,GR2_18_29,18 à 29 ans,141,421,,,,
2020-12-17,Groupe d'âge 2,GR2_30_49,30 à 49 ans,434,1367,,,,
2020-12-17,Groupe d'âge 2,GR2_50_69,50 à 69 ans,326,1163,,,,
2020-12-17,Groupe d'âge 2,GR2_70_79,70 à 79 ans,9,96,,,,
2020-12-17,Groupe d'âge 2,GR2_80_,80 ans et plus,5,335,,,,
2020-12-17,Groupe d'âge 2,TOT,Total,915,3387,,,,709
2020-12-17,Groupe d'âge 2,GR2_12_,12 ans et +,915,3386,,,,
2020-12-17,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,1,,,,
2020-12-17,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,0,,,,
2020-12-17,Groupe d'âge 3,GR3_12_17,12 à 17 ans,0,4,,,,
2020-12-17,Groupe d'âge 3,GR3_18_59,18 à 59 ans,820,2634,,,,
2020-12-17,Groupe d'âge 3,GR3_60_69,60 à 69 ans,81,317,,,,
2020-12-17,Groupe d'âge 3,GR3_70_79,70 à 79 ans,9,96,,,,
2020-12-17,Groupe d'âge 3,GR3_80_,80 ans et +,5,335,,,,
2020-12-17,Groupe d'âge 3,TOT,Total,915,3387,,,,709
2020-12-17,Groupe d'âge 3,GR3_18_,18 ans et +,915,3382,,,,
2020-12-17,Groupe d'âge 3,GR3_65_,65 ans et +,32,519,,,,
2020-12-18,Région,RSS00,Inconnue,1,4,,,,
2020-12-18,Région,RSS01,01 - Bas-Saint-Laurent,2,10,,,,
2020-12-18,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,4,17,,,,
2020-12-18,Région,RSS03,03 - Capitale-Nationale,476,2187,,,,
2020-12-18,Région,RSS04,04 - Mauricie et Centre-du-Québec,6,33,,,,
2020-12-18,Région,RSS05,05 - Estrie,10,39,,,,
2020-12-18,Région,RSS06,06 - Montréal,145,1255,,,,
2020-12-18,Région,RSS07,07 - Outaouais,0,5,,,,
2020-12-18,Région,RSS08,08 - Abitibi-Témiscamingue,0,3,,,,
2020-12-18,Région,RSS09,09 - Côte-Nord,2,9,,,,
2020-12-18,Région,RSS10,10 - Nord-du-Québec,0,0,,,,
2020-12-18,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,1,3,,,,
2020-12-18,Région,RSS12,12 - Chaudière-Appalaches,42,210,,,,
2020-12-18,Région,RSS13,13 - Laval,14,85,,,,
2020-12-18,Région,RSS14,14 - Lanaudière,3,25,,,,
2020-12-18,Région,RSS15,15 - Laurentides,8,54,,,,
2020-12-18,Région,RSS16,16 - Montérégie,27,187,,,,
2020-12-18,Région,RSS17,17 - Nunavik,0,0,,,,
2020-12-18,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,1,1,,,,
2020-12-18,Région,RSS98,Hors Québec,0,2,,,,
2020-12-18,Région,RSS99,Ensemble du Québec,742,4129,,,,738
2020-12-18,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,0,1,,,,
2020-12-18,Groupe d'âge 1,GR1_16_59,16 à 59 ans,680,3318,,,,
2020-12-18,Groupe d'âge 1,GR1_60_69,60 à 69 ans,55,372,,,,
2020-12-18,Groupe d'âge 1,GR1_70_79,70 à 79 ans,4,100,,,,
2020-12-18,Groupe d'âge 1,GR1_80_,80 ans et plus,3,338,,,,
2020-12-18,Groupe d'âge 1,TOT,Total,742,4129,,,,738
2020-12-18,Sexe,FEM,Féminin,543,2913,,,,
2020-12-18,Sexe,INC,Inconnu,1,3,,,,
2020-12-18,Sexe,MASC,Masculin,198,1213,,,,
2020-12-18,Sexe,TOT,Total,742,4129,,,,738
2020-12-18,Groupe prioritaire,GRP-Autres,Autres raisons,22,115,,,,
2020-12-18,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,2,464,,,,
2020-12-18,Groupe prioritaire,GRP-MC,Maladie chronique,1,1,,,,
2020-12-18,Groupe prioritaire,GRP-RPA,Résident en RPA,0,1,,,,
2020-12-18,Groupe prioritaire,GRP-TS,Travailleur de la santé,717,3548,,,,
2020-12-18,Groupe prioritaire,TOT,Total,742,4129,,,,738
2020-12-18,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,1,,,,
2020-12-18,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,0,,,,
2020-12-18,Groupe d'âge 2,GR2_12_17,12 à 17 ans,0,4,,,,
2020-12-18,Groupe d'âge 2,GR2_18_29,18 à 29 ans,116,537,,,,
2020-12-18,Groupe d'âge 2,GR2_30_49,30 à 49 ans,355,1722,,,,
2020-12-18,Groupe d'âge 2,GR2_50_69,50 à 69 ans,264,1427,,,,
2020-12-18,Groupe d'âge 2,GR2_70_79,70 à 79 ans,4,100,,,,
2020-12-18,Groupe d'âge 2,GR2_80_,80 ans et plus,3,338,,,,
2020-12-18,Groupe d'âge 2,TOT,Total,742,4129,,,,738
2020-12-18,Groupe d'âge 2,GR2_12_,12 ans et +,742,4128,,,,
2020-12-18,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,1,,,,
2020-12-18,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,0,,,,
2020-12-18,Groupe d'âge 3,GR3_12_17,12 à 17 ans,0,4,,,,
2020-12-18,Groupe d'âge 3,GR3_18_59,18 à 59 ans,680,3314,,,,
2020-12-18,Groupe d'âge 3,GR3_60_69,60 à 69 ans,55,372,,,,
2020-12-18,Groupe d'âge 3,GR3_70_79,70 à 79 ans,4,100,,,,
2020-12-18,Groupe d'âge 3,GR3_80_,80 ans et +,3,338,,,,
2020-12-18,Groupe d'âge 3,TOT,Total,742,4129,,,,738
2020-12-18,Groupe d'âge 3,GR3_18_,18 ans et +,742,4124,,,,
2020-12-18,Groupe d'âge 3,GR3_65_,65 ans et +,19,538,,,,
2020-12-19,Région,RSS00,Inconnue,0,4,,,,
2020-12-19,Région,RSS01,01 - Bas-Saint-Laurent,6,16,,,,
2020-12-19,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,6,23,,,,
2020-12-19,Région,RSS03,03 - Capitale-Nationale,524,2711,,,,
2020-12-19,Région,RSS04,04 - Mauricie et Centre-du-Québec,5,38,,,,
2020-12-19,Région,RSS05,05 - Estrie,6,45,,,,
2020-12-19,Région,RSS06,06 - Montréal,78,1333,,,,
2020-12-19,Région,RSS07,07 - Outaouais,1,6,,,,
2020-12-19,Région,RSS08,08 - Abitibi-Témiscamingue,0,3,,,,
2020-12-19,Région,RSS09,09 - Côte-Nord,2,11,,,,
2020-12-19,Région,RSS10,10 - Nord-du-Québec,0,0,,,,
2020-12-19,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,3,6,,,,
2020-12-19,Région,RSS12,12 - Chaudière-Appalaches,50,260,,,,
2020-12-19,Région,RSS13,13 - Laval,4,89,,,,
2020-12-19,Région,RSS14,14 - Lanaudière,5,30,,,,
2020-12-19,Région,RSS15,15 - Laurentides,6,60,,,,
2020-12-19,Région,RSS16,16 - Montérégie,20,207,,,,
2020-12-19,Région,RSS17,17 - Nunavik,0,0,,,,
2020-12-19,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,1,2,,,,
2020-12-19,Région,RSS98,Hors Québec,0,2,,,,
2020-12-19,Région,RSS99,Ensemble du Québec,717,4846,,,,859
2020-12-19,Groupe d'âge 1,GR1_0_15,Moins de 16 ans,0,1,,,,
2020-12-19,Groupe d'âge 1,GR1_16_59,16 à 59 ans,635,3953,,,,
2020-12-19,Groupe d'âge 1,GR1_60_69,60 à 69 ans,70,442,,,,
2020-12-19,Groupe d'âge 1,GR1_70_79,70 à 79 ans,11,111,,,,
2020-12-19,Groupe d'âge 1,GR1_80_,80 ans et plus,1,339,,,,
2020-12-19,Groupe d'âge 1,TOT,Total,717,4846,,,,859
2020-12-19,Sexe,FEM,Féminin,546,3459,,,,
2020-12-19,Sexe,INC,Inconnu,0,3,,,,
2020-12-19,Sexe,MASC,Masculin,171,1384,,,,
2020-12-19,Sexe,TOT,Total,717,4846,,,,859
2020-12-19,Groupe prioritaire,GRP-Autres,Autres raisons,2,117,,,,
2020-12-19,Groupe prioritaire,GRP-CHSLD,Résident en CHSLD,0,464,,,,
2020-12-19,Groupe prioritaire,GRP-MC,Maladie chronique,0,1,,,,
2020-12-19,Groupe prioritaire,GRP-RPA,Résident en RPA,0,1,,,,
2020-12-19,Groupe prioritaire,GRP-TS,Travailleur de la santé,715,4263,,,,
2020-12-19,Groupe prioritaire,TOT,Total,717,4846,,,,859
2020-12-19,Groupe d'âge 2,GR2_00_4,Moins de 5 ans,0,1,,,,
2020-12-19,Groupe d'âge 2,GR2_05_11,5 à 11 ans,0,0,,,,
2020-12-19,Groupe d'âge 2,GR2_12_17,12 à 17 ans,2,6,,,,
2020-12-19,Groupe d'âge 2,GR2_18_29,18 à 29 ans,118,655,,,,
2020-12-19,Groupe d'âge 2,GR2_30_49,30 à 49 ans,333,2055,,,,
2020-12-19,Groupe d'âge 2,GR2_50_69,50 à 69 ans,252,1679,,,,
2020-12-19,Groupe d'âge 2,GR2_70_79,70 à 79 ans,11,111,,,,
2020-12-19,Groupe d'âge 2,GR2_80_,80 ans et plus,1,339,,,,
2020-12-19,Groupe d'âge 2,TOT,Total,717,4846,,,,859
2020-12-19,Groupe d'âge 2,GR2_12_,12 ans et +,717,4845,,,,
2020-12-19,Groupe d'âge 3,GR3_00_4,Moins de 5 ans,0,1,,,,
2020-12-19,Groupe d'âge 3,GR3_05_11,5 à 11 ans,0,0,,,,
2020-12-19,Groupe d'âge 3,GR3_12_17,12 à 17 ans,2,6,,,,
2020-12-19,Groupe d'âge 3,GR3_18_59,18 à 59 ans,633,3947,,,,
2020-12-19,Groupe d'âge 3,GR3_60_69,60 à 69 ans,70,442,,,,
2020-12-19,Groupe d'âge 3,GR3_70_79,70 à 79 ans,11,111,,,,
2020-12-19,Groupe d'âge 3,GR3_80_,80 ans et +,1,339,,,,
2020-12-19,Groupe d'âge 3,TOT,Total,717,4846,,,,859
2020-12-19,Groupe d'âge 3,GR3_18_,18 ans et +,715,4839,,,,
2020-12-19,Groupe d'âge 3,GR3_65_,65 ans et +,23,561,,,,
2020-12-20,Région,RSS00,Inconnue,0,4,,,,
2020-12-20,Région,RSS01,01 - Bas-Saint-Laurent,1,17,,,,
2020-12-20,Région,RSS02,02 - Saguenay - Lac-Saint-Jean,0,23,,,,
2020-12-20,Région,RSS03,03 - Capitale-Nationale,0,2711,,,,
2020-12-20,Région,RSS04,04 - Mauricie et Centre-du-Québec,0,38,,,,
2020-12-20,Région,RSS05,05 - Estrie,1,46,,,,
2020-12-20,Région,RSS06,06 - Montréal,80,1413,,,,
2020-12-20,Région,RSS07,07 - Outaouais,1,7,,,,
2020-12-20,Région,RSS08,08 - Abitibi-Témiscamingue,0,3,,,,
2020-12-20,Région,RSS09,09 - Côte-Nord,0,11,,,,
2020-12-20,Région,RSS10,10 - Nord-du-Québec,0,0,,,,
2020-12-20,Région,RSS11,11 - Gaspésie - Îles-de-la-Madeleine,1,7,,,,
2020-12-20,Région,RSS12,12 - Chaudière-Appalaches,0,260,,,,
2020-12-20,Région,RSS13,13 - Laval,8,97,,,,
2020-12-20,Région,RSS14,14 - Lanaudière,4,34,,,,
2020-12-20,Région,RSS15,15 - Laurentides,2,62,,,,
2020-12-20,Région,RSS16,16 - Montérégie,16,223,,,,
2020-12-20,Région,RSS17,17 - Nunavik,0,0,,,,
2020-12-20,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0,2,,,,
