No,RSS,NoRLS,RLS,Cas vague 1,Taux cas vague 1,Cas vague 2,Taux cas vague 2,Cas vague 3,Taux cas vague 3,Cas vague 4,Taux cas vague 4,Cas vague 5,Taux cas vague 5,Cas vague 6,Taux cas vague 6,Cas vague 7,Taux cas vague 7
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,29,55.25,2305,4390.98,463,881.90,44,83.81,2360,4493.44,1124,2139.24,1238,2356.21
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,52,76.48,1997,2939.92,354,521.64,136,200.40,3327,4902.70,1413,2082.29,1691,2491.97
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,135,169.59,2620,3298.11,344,433.94,139,175.34,3739,4702.79,1724,2162.08,1991,2496.93
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,13,57.54,672,2975.03,108,478.26,16,70.85,974,4312.21,384,1699.72,495,2191.04
02,02 - Saguenay-Lac-Saint-Jean,,Total (incluant inconnus),247,88.54,8892,3191.65,1871,672.46,545,195.88,13250,4759.09,5820,2089.05,6843,2456.24
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,58,105.27,1376,2489.28,676,1218.94,121,218.18,2714,4874.76,674,1205.92,1054,1885.81
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,956,297.08,9694,3011.28,3759,1167.21,1348,418.57,16519,5099.05,6034,1851.63,7285,2235.52
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,644,183.07,9455,2680.04,5103,1442.33,1676,473.71,18643,5249.94,6216,1744.04,7142,2003.85
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,13,45.79,522,1839.74,135,476.09,69,243.33,1483,5225.97,669,2355.72,752,2647.98
03,03 - Capitale-Nationale,,Total (incluant inconnus),1674,221.12,21068,2778.08,9693,1275.95,3231,425.32,39596,5188.68,13728,1790.81,16393,2138.46
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,n.d.,n.d.,387,2565.72,31,205.65,70,464.38,1262,8368.98,487,3228.37,270,1789.86
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,97,376.71,308,1195.49,98,380.17,94,364.65,1133,4390.45,380,1470.93,485,1877.37
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,224,977.27,350,1527.98,78,340.75,191,834.39,1095,4783.54,249,1087.76,512,2236.69
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,317,485.89,1043,1594.98,172,262.42,280,427.19,3219,4896.34,1468,2226.20,1851,2807.01
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,844,582.03,2639,1819.08,361,248.73,1079,743.43,8807,6043.41,3071,2098.82,3800,2597.05
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,48,106.89,754,1675.85,161,357.16,389,862.95,2799,6191.66,632,1394.10,804,1773.50
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,270,249.34,3164,2914.73,673,618.48,558,512.79,4810,4404.00,1735,1582.71,1974,1800.73
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,32,32.49,2306,2338.87,651,659.49,1171,1186.28,7334,7409.24,1601,1612.98,2179,2195.31
04,04 - Mauricie et Centre-du-Québec,,Total (incluant inconnus),1839,349.83,11031,2095.72,2233,423.69,3857,731.84,30574,5783.32,9647,1819.21,11907,2245.40
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,100,175.13,844,1468.78,219,378.73,283,489.41,1612,2769.14,741,1264.48,1109,1892.46
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,169,158.34,2712,2524.87,420,388.57,855,791.02,3649,3352.77,1335,1218.25,2047,1867.99
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,83,156.54,633,1188.27,210,392.37,664,1240.63,2350,4367.26,810,1497.28,907,1676.59
05,05 - Estrie,0514,0514 - RLS de Coaticook,12,63.63,402,2126.93,189,997.84,168,886.96,793,4174.34,242,1270.14,328,1721.51
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,262,153.07,3635,2116.78,974,565.33,1999,1160.27,9093,5234.87,3324,1898.20,4857,2773.64
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,69,217.37,562,1765.85,172,539.03,292,915.10,1322,4128.15,435,1353.50,646,2010.02
05,05 - Estrie,0517,0517 - RLS d'Asbestos,44,305.41,541,3752.25,62,429.69,482,3340.49,678,4691.55,222,1533.78,258,1782.51
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,29,126.49,356,1547.86,126,546.12,408,1768.38,931,4020.73,402,1729.93,481,2069.89
05,05 - Estrie,0519,0519 - RLS du Granit,11,50.95,809,3743.98,745,3444.77,556,2570.86,1625,7504.56,206,950.18,351,1619.00
05,05 - Estrie,,Total (incluant inconnus),790,158.78,10496,2100.80,3120,621.89,5711,1138.33,22078,4373.27,7725,1520.73,11000,2165.44
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,1457,645.11,7253,3223.66,2223,991.83,2066,921.78,11743,5226.78,2687,1193.11,3811,1692.21
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,2009,1347.99,5631,3798.67,1735,1176.79,1403,951.61,9031,6095.33,1878,1261.33,2857,1918.87
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1310,995.86,4684,3586.98,1199,924.99,1529,1179.57,6854,5246.40,1809,1373.98,2400,1822.86
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2627,1063.58,10623,4350.14,2744,1136.70,2476,1025.68,13626,5572.24,3014,1216.96,4069,1642.94
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1642,980.02,4224,2542.61,1227,744.95,1554,943.48,9226,5565.74,2146,1286.42,2861,1715.03
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1396,863.25,4379,2738.36,1197,757.06,1434,906.96,9911,6178.81,2172,1335.01,2670,1641.11
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,1697,1045.84,8568,5300.13,2849,1769.00,1996,1239.36,8493,5218.26,1750,1064.09,2529,1537.76
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,3848,2230.76,9026,5261.01,1988,1165.09,2359,1382.52,10843,6330.57,1897,1103.36,3384,1968.25
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,909,785.90,3564,3106.23,835,733.68,1085,953.34,8310,7260.27,1526,1325.72,1988,1727.09
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,2102,1515.61,8801,6379.20,2184,1591.40,2615,1905.45,8450,6128.76,1232,889.46,2599,1876.39
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3326,1591.59,10085,4830.06,2372,1137.00,3207,1537.24,13291,6347.39,2489,1184.30,4519,2150.21
06,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2318,1226.01,6334,3369.36,1766,944.84,2093,1119.80,11666,6217.22,2288,1214.62,4056,2153.20
06,06 - Montréal,,Total (incluant inconnus),25422,1228.21,84098,4088.86,22439,1097.98,23976,1173.18,123051,5980.39,25251,1218.98,38510,1859.05
07,07 - Outaouais,0711,0711 - RLS du Pontiac,n.d.,n.d.,80,396.58,283,1399.40,61,301.64,662,3266.15,149,733.48,295,1452.20
07,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,n.d.,n.d.,409,1976.90,102,492.47,41,197.95,898,4330.11,215,1035.40,406,1955.21
07,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,14,35.71,315,798.62,317,798.91,129,325.11,1965,4924.57,353,879.75,379,944.55
07,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,315,119.48,3935,1485.78,3818,1435.10,1569,589.75,14034,5240.27,2499,927.01,3327,1234.16
07,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,22,38.10,685,1180.02,575,985.40,240,411.30,3244,5530.69,697,1182.22,1053,1786.05
07,07 - Outaouais,,Total (incluant inconnus),361,89.94,5457,1353.43,5120,1264.17,2052,506.65,20908,5132.38,3937,960.86,5482,1337.93
08,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,7,34.08,91,442.97,5,24.33,29,141.14,692,3366.33,423,2056.79,483,2348.54
08,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,n.d.,n.d.,257,1036.98,19,76.72,42,169.60,1023,4132.33,386,1559.72,571,2307.26
08,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,94,218.02,169,392.43,122,283.62,61,141.81,1412,3279.41,809,1877.12,791,1835.35
08,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,6,13.75,196,448.78,93,212.82,100,228.84,2071,4734.53,735,1678.62,868,1982.37
08,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,8,50.66,35,221.81,29,183.94,199,1262.21,732,4646.29,311,1975.48,411,2610.68
08,08 - Abitibi-Témiscamingue,,Total (incluant inconnus),122,82.49,750,507.29,270,182.69,432,292.30,5940,4017.15,2665,1801.39,3125,2112.33
09,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,0,0.00,11,337.01,n.d.,n.d.,n.d.,n.d.,217,6605.78,86,2610.02,94,2852.81
09,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,41.80,129,318.44,178,441.13,210,520.43,1921,4775.99,1125,2805.98,1250,3117.75
09,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,41,556.16,40,543.85,6,81.77,n.d.,n.d.,313,4275.08,124,1697.47,195,2669.40
09,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,36,130.73,54,196.47,20,72.90,37,134.87,1803,6580.17,604,2206.96,913,3336.01
09,09 - Côte-Nord,0915,0915 - RLS de la Minganie,n.d.,n.d.,13,202.35,8,124.77,n.d.,n.d.,354,5530.39,355,5555.56,372,5821.60
09,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,0,0.00,6,130.32,n.d.,n.d.,n.d.,n.d.,364,7964.12,402,8829.34,317,6962.44
09,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,0.00,0,0.00,0,0.00,n.d.,n.d.,n.d.,n.d.,5,753.01,6,903.61
09,09 - Côte-Nord,,Total (incluant inconnus),103,113.78,258,285.75,225,249.86,265,294.28,5081,5654.41,2727,3041.22,3238,3611.10
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,n.d.,n.d.,86,640.67,20,149.51,26,194.36,763,5719.43,341,2563.14,467,3510.22
10,10 - Nord-du-Québec,,Total (incluant inconnus),14,103.93,96,715.16,20,149.51,29,216.79,801,6004.27,342,2570.66,470,3532.77
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,123,379.14,631,1941.93,142,436.32,151,463.97,1087,3335.48,890,2727.30,1084,3321.79
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,n.d.,n.d.,30,281.44,103,969.23,10,94.10,532,5017.45,363,3431.33,475,4490.03
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,13,69.42,434,2316.03,50,266.65,14,74.66,474,2522.01,637,3381.46,587,3116.04
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,30,186.78,398,2484.94,77,482.12,97,607.35,815,5114.21,749,4710.40,599,3767.06
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,9,70.46,33,257.44,16,124.39,10,77.74,471,3650.03,539,4163.77,322,2487.45
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total (incluant inconnus),179,197.36,1532,1688.58,391,430.82,287,316.23,3393,3735.69,3188,3507.31,3085,3393.99
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,306,117.84,5870,2254.03,3664,1402.87,2052,785.67,15409,5876.90,5010,1903.40,5697,2164.41
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,32,74.36,1262,2931.44,467,1084.36,903,2096.73,4213,9767.01,1050,2430.39,1092,2527.60
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,32,43.66,3165,4317.40,2490,3395.75,2112,2880.25,6264,8528.31,1458,1981.73,1626,2210.08
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,8,48.29,422,2547.00,328,1979.36,407,2456.10,1214,7321.85,294,1772.15,336,2025.32
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,12,29.83,541,1347.31,509,1269.90,66,164.66,1973,4928.00,787,1967.94,875,2187.99
12,12 - Chaudière-Appalaches,,Total (incluant inconnus),393,90.81,11349,2617.97,7480,1722.61,5567,1282.05,29629,6805.05,8650,1981.36,9690,2219.58
13,13 - Laval,1311,1311 - RLS de Laval,4815,1087.77,19904,4483.60,5298,1190.00,7120,1599.25,27812,6212.67,5323,1182.57,8406,1867.49
13,13 - Laval,,Total (incluant inconnus),4898,1106.52,19919,4486.98,5304,1191.35,7127,1600.82,27896,6231.43,5333,1184.79,8450,1877.27
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,1224,542.08,6550,2882.12,806,352.38,1645,719.19,12314,5344.92,3006,1295.44,4565,1967.30
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,2174,728.14,9958,3318.19,2074,687.59,3360,1113.93,22003,7254.52,4195,1375.56,5803,1902.84
14,14 - Lanaudière,,Total (incluant inconnus),3472,662.13,16552,3138.61,2885,543.97,5017,945.95,34402,6446.09,7206,1341.87,10383,1933.48
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,21,58.55,766,2132.93,127,353.16,264,734.13,2189,6077.43,709,1965.30,1289,3573.01
15,15 - Laurentides,1512,1512 - RLS des Laurentides,141,288.37,701,1423.77,208,419.56,612,1234.47,3160,6327.09,741,1472.81,1066,2118.78
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,179,394.45,635,1386.61,147,318.11,564,1220.52,2394,5135.96,632,1344.25,1022,2173.77
15,15 - Laurentides,1514,1514 - RLS d'Argenteuil,78,231.23,417,1228.78,185,541.90,278,814.32,1829,5325.69,374,1082.58,719,2081.22
15,15 - Laurentides,1515,1515 - RLS de Deux-Montagnes - Mirabel-Sud,551,440.65,2765,2198.60,688,543.96,1095,865.74,7677,6030.78,1749,1365.20,2547,1988.09
15,15 - Laurentides,1516,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,808,453.63,3688,2051.07,1111,612.13,2290,1261.72,12936,7058.36,2854,1542.32,4434,2396.16
15,15 - Laurentides,1517,1517 - RLS de Thérèse-De Blainville,1004,610.13,4043,2446.44,1129,680.26,1448,872.47,12112,7261.96,2533,1511.26,3229,1926.51
15,15 - Laurentides,,Total (incluant inconnus),2848,450.92,13168,2071.38,3626,566.71,6598,1031.21,42854,6651.52,9663,1489.55,14518,2237.95
16,16 - Montérégie,1611,1611 - RLS de Champlain,1577,695.63,5571,2451.48,1618,710.27,2125,932.83,10041,4384.54,2594,1126.76,4045,1757.04
16,16 - Montérégie,1612,1612 - RLS du Haut-Richelieu - Rouville,621,317.12,3925,1993.64,985,497.67,1523,769.49,9340,4693.01,2967,1482.65,4020,2008.84
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,1743,663.19,6516,2474.61,1730,655.78,1809,685.73,12182,4597.46,3233,1214.79,4613,1733.32
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,785,353.20,5947,2669.02,1180,528.25,1098,491.54,9647,4302.29,2958,1314.21,3999,1776.71
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,42,81.03,1097,2111.08,167,320.57,497,954.03,2560,4900.46,897,1712.32,901,1719.96
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,546,338.07,3101,1906.64,1096,669.20,991,605.09,7907,4793.97,1693,1019.29,2519,1516.59
16,16 - Montérégie,1632,1632 - RLS du Suroît,476,781.48,1217,1985.14,329,533.22,520,842.77,3694,5946.22,1010,1614.81,1583,2530.94
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,88,357.88,478,1935.61,123,495.95,106,427.40,946,3794.70,210,838.06,453,1807.81
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,870,373.46,5357,2286.36,1635,693.83,1650,700.20,12234,5153.03,3500,1463.33,4765,1992.22
16,16 - Montérégie,,Total (incluant inconnus),6804,472.70,33324,2305.90,8889,612.64,10368,714.57,68993,4729.20,19174,1307.19,27079,1846.11
17,17 - Nunavik,1701,1701 - Nunavik,n.d.,n.d.,49,338.09,19,129.91,887,6064.96,1739,11791.43,377,2535.14,353,2373.75
17,17 - Nunavik,,Total (incluant inconnus),n.d.,n.d.,54,372.59,20,136.75,890,6085.47,1763,11954.16,379,2548.58,354,2380.47
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,5,27.25,100,540.39,7,37.51,27,144.67,1166,6196.52,894,4712.46,614,3236.52
18,18 - Terres-Cries-de-la-Baie-James,,Total (incluant inconnus),5,27.25,100,540.39,7,37.51,33,176.82,1180,6270.93,899,4738.81,616,3247.06

