No,RSS,NoRLS,RLS,Cas,Population,Taux
5,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,56,22 749,"246,2"
5,05 - Estrie,0519,0519 - RLS du Granit,35,21 351,"163,9"
5,05 - Estrie,,Total,1347,493 163,"273,1"
6,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,1716,224 596,"764,0"
6,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,2229,149 522,"1 490,8"
6,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1446,131 424,"1 100,3"
6,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,3110,245 703,"1 265,8"
6,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,2149,166 225,"1 292,8"
6,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1807,161 317,"1 120,2"
6,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,1955,161 894,"1 207,6"
6,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,4369,172 517,"2 532,5"
6,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,1106,115 485,"957,7"
6,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,2531,139 162,"1 818,7"
6,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3924,208 717,"1 880,1"
6,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2801,189 095,"1 481,3"
6,06 - Montréal,,Total,30029,2 065 657,"1 453,7"
7,07 - Outaouais,0711,0711 - RLS du Pontiac,5,20 152,"24,8"
7,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,7,20 552,"34,1"
7,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,38,38 891,"97,7"
7,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,754,264 517,"285,0"
7,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,78,56 920,"137,0"
7,07 - Outaouais,,Total,886,401 032,"220,9"
8,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,13,20 528,"63,3"
8,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,11,24 729,"44,5"
8,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,132,43 180,"305,7"
8,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,11,43 551,"25,3"
8,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,21,15 628,"134,4"
8,08 - Abitibi-Témiscamingue,,Total,189,147 616,"128,0"
9,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,n.d.,3 230,n.d.
9,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,21,40 494,"51,9"
9,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,51,7 314,"697,3"
9,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,48,27 344,"175,5"
9,09 - Côte-Nord,0915,0915 - RLS de la Minganie,8,6 428,"124,5"
9,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,0,4 582,"0,0"
9,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,641,"0,0"
9,09 - Côte-Nord,,Total,129,90 033,"143,3"
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,8,13 558,"59,0"
10,10 - Nord-du-Québec,,Total,8,13 558,"59,0"
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,144,32 176,"447,5"
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,10,10 582,"94,5"
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,17,18 753,"90,7"
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,33,15 881,"207,8"
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,10,12 606,"79,3"
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total,214,89 998,"237,8"
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,457,258 118,"177,1"
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,56,42 500,"131,8"
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,82,73 173,"112,1"
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,18,16 426,"109,6"
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,20,40 092,"49,9"
12,12 - Chaudière-Appalaches,,Total,633,430 309,"147,1"
13,13 - Laval,1311,1311 - RLS de Laval,6375,442 745,"1 439,9"
13,13 - Laval,,Total,6375,442 745,"1 439,9"
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,1779,223 099,"797,4"
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,3020,296 993,"1 016,9"
14,14 - Lanaudière,,Total,4882,520 092,"938,7"
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,32,35 580,"89,9"
15,15 - Laurentides,1512,1512 - RLS des Laurentides,183,48 016,"381,1"
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,259,44 362,"583,8"
15,15 - Laurentides,1514,1514 - RLS d'Argenteuil,125,33 422,"374,0"
15,15 - Laurentides,1515,1515 - RLS de Deux-Montagnes - Mirabel-Sud,889,124 641,"713,2"
15,15 - Laurentides,1516,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,1288,177 517,"725,6"
15,15 - Laurentides,1517,1517 - RLS de Thérèse-De Blainville,1497,163 430,"916,0"
15,15 - Laurentides,,Total,4290,626 968,"684,2"
16,16 - Montérégie,1611,1611 - RLS de Champlain,2042,225 442,"905,8"
16,16 - Montérégie,1612,1612 - RLS du Haut-Richelieu - Rouville,852,195 297,"436,3"
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,2352,262 440,"896,2"
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,1061,220 957,"480,2"
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,56,51 371,"109,0"
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,860,160 002,"537,5"
16,16 - Montérégie,1632,1632 - RLS du Suroît,693,60 523,"1 145,0"
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,110,24 346,"451,8"
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,1401,232 373,"602,9"
16,16 - Montérégie,,Total,9441,1 432 751,"658,9"
17,17 - Nunavik,1701,1701 - Nunavik,17,14 260,"119,2"
17,17 - Nunavik,,Total,17,14 260,"119,2"
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,10,18 385,"54,4"
18,18 - Terres-Cries-de-la-Baie-James,,Total,10,18 385,"54,4"
